StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.2,Q1.3,Q1.4,Q1.5,Q0_11,Q1_11,Q2_11,Q3_11,Q4_11,Q5_11,Q6_11,Q7_11,Q8_11,Q9_11,Q10_11,Q11_11,Q12_11,Q13_11,Q14_11,validation_11,survey_code,B0,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14
2018-08-13 07:50:27,2018-08-13 07:54:49,IP Address,68.96.169.162,100,262,True,2018-08-13 07:54:50,R_UDPQyUVAh2me5i1,,,,,36.197906494141,-115.26599884033,anonymous,EN,Agree,Male,31,"Associate degree (e.g. AA, AS)",45,46,41,48,50,62,51,61,46,51,52,54,41,42,57,0,67516480,,,,,,1,1,,,1,1,1,1,1,
2018-08-13 08:45:42,2018-08-13 08:54:59,IP Address,162.226.190.29,100,556,True,2018-08-13 08:54:59,R_2czubH3L1xNlI8Y,,,,,33.880004882812,-117.9633026123,anonymous,EN,Agree,Male,27,"Some college, no degree",20,50,32,40,50,65,40,35,35,50,40,50,50,25,60,0,83603774,1,1,1,1,1,,,1,,,,,,,1
2018-08-12 12:18:27,2018-08-12 12:21:53,IP Address,172.7.244.112,32,206,False,2018-08-13 12:38:40,R_2YM0IVGmVEGrMq2,,,,,,,anonymous,EN,Agree,Male,30,"Some college, no degree",,,,,,,,,,,,,,,,,53854217,,,1,1,,,,1,1,1,,,1,1,
2018-08-13 12:02:41,2018-08-13 12:44:52,IP Address,71.60.31.147,100,2531,True,2018-08-13 12:44:53,R_2OSYiRUPpXuhL9O,,,,,40.058197021484,-80.636199951172,anonymous,EN,Agree,Male,31,"Bechelor's degree (e.g. BA, BS)",20,46,40,54,50,95,50,52,45,61,100,41,30,0,50,0,99254228,1,,1,,,,1,1,,1,,1,,,1
2018-08-13 13:46:14,2018-08-13 13:49:45,IP Address,38.140.255.246,100,210,True,2018-08-13 13:49:46,R_3hEGbfQFqscCaOB,,,,,40.751693725586,-73.997200012207,anonymous,EN,Agree,Male,31,"Bechelor's degree (e.g. BA, BS)",4,43,27,67,79,96,29,82,30,60,28,50,85,19,70,0,21085492,1,,,1,,,1,1,,1,,1,1,,
2018-08-13 13:44:59,2018-08-13 13:51:33,IP Address,24.55.2.43,100,393,True,2018-08-13 13:51:33,R_1IZb4IaGn14F3kK,,,,,30.415405273438,-97.798202514648,anonymous,EN,Agree,Male,28,"Bechelor's degree (e.g. BA, BS)",30,40,45,60,50,80,60,90,40,100,30,40,20,10,80,0,73722767,,1,,,1,1,,,1,,1,,1,1,
2018-08-13 13:47:39,2018-08-13 13:56:40,IP Address,70.114.173.183,100,540,True,2018-08-13 13:56:40,R_OfYroQPXoNr4TPX,,,,,30.532104492188,-97.72859954834,anonymous,EN,Agree,Male,31,"Bechelor's degree (e.g. BA, BS)",53,40,25,55,55,80,53,70,75,40,55,42,45,30,65,0,21225122,,1,,1,1,1,,,1,,,,,1,1
2018-08-13 13:43:40,2018-08-13 13:59:42,IP Address,50.106.245.206,100,961,True,2018-08-13 13:59:43,R_1BQyigZu7WDAib9,,,,,40.48420715332,-88.993698120117,anonymous,EN,Agree,Female,30,"Bechelor's degree (e.g. BA, BS)",70,20,45,50,44,40,91,65,25,50,30,39,81,29,50,0,85706879,,,1,1,,1,,1,1,,1,,1,,
2018-08-13 14:17:11,2018-08-13 14:24:02,IP Address,76.18.221.168,100,411,True,2018-08-13 14:24:03,R_1qgfP04ZRF5lZRJ,,,,,30.068893432617,-81.562103271484,anonymous,EN,Agree,Male,30,"Bechelor's degree (e.g. BA, BS)",56,40,30,81,55,91,61,65,71,58,72,28,28,8,66,0,31329641,,1,1,,1,,1,,,1,1,,,1,
2018-08-13 16:06:54,2018-08-13 16:15:20,IP Address,172.221.187.108,100,506,True,2018-08-13 16:15:21,R_eRpU2NS9A88EnlL,,,,,38.564697265625,-90.535697937012,anonymous,EN,Agree,Male,31,"Some college, no degree",10,30,25,55,55,85,35,65,60,60,55,50,44,5,55,0,53987753,1,,1,,,,,,1,1,,1,1,,1
2018-08-13 17:05:18,2018-08-13 17:11:21,IP Address,73.167.138.231,100,363,True,2018-08-13 17:11:22,R_PMY8qhX9f0hx1JL,,,,,43.644500732422,-72.900497436523,anonymous,EN,Agree,Female,28,"Master's degree (e.g. MA, MS, MEd)",40,43,46,53,51,76,64,60,30,54,55,61,54,33,60,19,35823404,,1,,1,1,,1,1,,,1,1,,,
2018-08-13 19:48:15,2018-08-13 19:57:54,IP Address,71.83.252.93,100,578,True,2018-08-13 19:57:54,R_2OT12Xxba84Ljmp,,,,,46.328201293945,-119.32220458984,anonymous,EN,Agree,Male,27,"Bechelor's degree (e.g. BA, BS)",75,40,40,20,40,70,45,85,45,75,20,60,55,15,50,0,24939107,1,,,,1,1,,1,,,,1,,1,1
2018-08-14 05:30:17,2018-08-14 05:35:14,IP Address,72.187.181.149,100,296,True,2018-08-14 05:35:14,R_1LnUOmio1vQMDQk,,,,,28.750106811523,-82.5166015625,anonymous,EN,Agree,Female,29,"Bechelor's degree (e.g. BA, BS)",74,72,32,98,96,43,92,63,39,52,99,57,56,3,92,0,18561022,1,1,1,,,,1,,1,,,,1,1,
2018-08-14 07:43:18,2018-08-14 07:53:03,IP Address,75.129.113.249,100,584,True,2018-08-14 07:53:03,R_aVOpCJTvofzLTxL,,,,,42.268295288086,-85.61669921875,anonymous,EN,Agree,Female,30,"Some college, no degree",90,50,25,40,50,95,50,80,45,75,40,50,50,5,50,0,48931295,,1,1,1,1,,,,,,1,1,1,,
2018-08-14 09:09:42,2018-08-14 09:27:44,IP Address,72.189.106.155,100,1081,True,2018-08-14 09:27:45,R_3rUGTXixpNsWfxy,,,,,28.491302490234,-81.409698486328,anonymous,EN,Agree,Male,29,High school degree or equivalent (e.g. GED),25,44,35,55,33,65,67,45,25,42,35,50,60,62,50,0,42446506,,,,,,1,1,1,,1,,,1,1,1
2018-08-14 11:03:47,2018-08-14 11:11:17,IP Address,50.236.85.219,100,450,True,2018-08-14 11:11:18,R_3rNjiWdlS21FDyO,,,,,41.374496459961,-72.939598083496,anonymous,EN,Agree,Male,29,"Bechelor's degree (e.g. BA, BS)",70,55,30,50,50,65,50,70,45,65,50,50,50,25,50,0,57121327,,,1,1,1,1,,1,,,1,,,1,
2018-08-14 18:33:40,2018-08-14 18:46:49,IP Address,68.58.174.218,100,789,True,2018-08-14 18:46:50,R_23d8QIakGKMP8YR,,,,,42.375595092773,-83.108497619629,anonymous,EN,Agree,Female,29,"Some college, no degree",34,5,22,0,50,39,51,73,27,17,24,22,11,0,51,0,23863231,1,1,,,,,1,,1,1,,1,,,1
2018-08-14 03:33:40,2018-08-14 03:48:55,IP Address,104.156.228.131,38,914,False,2018-08-15 03:48:56,R_2sbhXd0jWHkXros,,,,,,,anonymous,EN,Agree,Female,29,"Some college, no degree",51,,,,,,,,,,50,,,,,,71073745,1,,,1,,1,,,1,1,1,,,,1
2018-08-15 10:04:07,2018-08-15 10:11:23,IP Address,104.138.212.1,100,436,True,2018-08-15 10:11:23,R_9YRjaSk7bT57Edz,,,,,36.164596557617,-80.378402709961,anonymous,EN,Agree,Male,34,"Some college, no degree",24,71,78,77,30,71,70,59,81,90,80,85,75,23,72,0,50607188,,,1,1,1,,,,,1,,,1,1,1
2018-08-15 10:07:14,2018-08-15 10:12:15,IP Address,68.63.164.6,100,301,True,2018-08-15 10:12:15,R_1nOf8rKDMNn53h2,,,,,36.007507324219,-83.989601135254,anonymous,EN,Agree,Male,33,"Some college, no degree",38,66,64,60,47,60,68,20,42,68,55,38,71,46,41,78,71127077,1,1,,,,1,1,1,1,,,1,,,
2018-08-15 10:05:11,2018-08-15 10:13:09,IP Address,71.229.5.229,100,478,True,2018-08-15 10:13:11,R_3245xq48kTfZcRO,,,,,30.525207519531,-84.332099914551,anonymous,EN,Agree,Male,36,"Bechelor's degree (e.g. BA, BS)",24,44,47,57,58,71,63,21,56,29,46,51,42,10,58,0,33320609,1,,,1,,,,1,,1,1,1,,1,
2018-08-15 10:07:23,2018-08-15 10:14:21,IP Address,47.196.156.156,100,418,True,2018-08-15 10:14:22,R_pN7Osyjr3xdJgiZ,,,,,28.08219909668,-82.523902893066,anonymous,EN,Agree,Male,35,"Associate degree (e.g. AA, AS)",60,25,40,50,50,90,45,45,40,50,45,50,40,35,85,0,36364048,,1,1,,1,1,1,,1,,,,,,1
2018-08-15 10:05:38,2018-08-15 10:16:16,IP Address,142.129.18.134,100,637,True,2018-08-15 10:16:16,R_3FUKI1GEO4CUVzw,,,,,34.028106689453,-117.93280029297,anonymous,EN,Agree,Female,31,"Associate degree (e.g. AA, AS)",33,31,24,96,96,100,72,94,81,83,81,77,72,9,77,0,26059059,1,1,,,,,1,,1,,1,,1,,1
2018-08-15 10:10:10,2018-08-15 10:18:34,IP Address,162.251.221.196,100,503,True,2018-08-15 10:18:34,R_1JWndN5ULLbTknO,,,,,36.517105102539,-85.814903259277,anonymous,EN,Agree,Female,34,"Some college, no degree",15,51,45,65,50,25,63,95,46,88,15,30,35,10,36,0,22242466,,,,1,1,1,,,,1,,1,1,1,
2018-08-15 10:12:26,2018-08-15 10:20:14,IP Address,198.205.17.200,100,468,True,2018-08-15 10:20:16,R_1kGID09gOjZPxD2,,,,,32.801895141602,-96.788299560547,anonymous,EN,Agree,Male,36,"Bechelor's degree (e.g. BA, BS)",65,75,37,55,78,88,71,60,63,91,79,75,80,6,81,0,45657382,1,,1,1,,,,1,,,,,1,1,1
2018-08-15 10:11:31,2018-08-15 10:20:54,IP Address,73.79.166.153,100,562,True,2018-08-15 10:20:55,R_1OwChH9zb4Wxozl,,,,,40.096801757812,-80.91739654541,anonymous,EN,Agree,Female,35,"Associate degree (e.g. AA, AS)",81,33,65,88,90,94,92,91,40,43,68,23,16,21,84,0,75958797,,,1,,1,,,1,1,1,1,1,,,
2018-08-15 10:15:27,2018-08-15 10:21:07,IP Address,174.230.164.217,100,339,True,2018-08-15 10:21:07,R_3OfaqmAADXWy9wx,,,,,42.626098632812,-83.033500671387,anonymous,EN,Agree,Female,24,"Bechelor's degree (e.g. BA, BS)",70,30,31,80,71,82,61,85,14,34,71,30,39,3,73,0,63314213,1,1,,1,,1,1,,,1,1,,,,
2018-08-15 10:13:33,2018-08-15 10:21:41,IP Address,96.36.47.46,100,488,True,2018-08-15 10:21:43,R_2v6C02oESlacaFX,,,,,42.268295288086,-85.61669921875,anonymous,EN,Agree,Male,34,High school degree or equivalent (e.g. GED),50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,48374640,,1,1,,1,1,1,1,,,,,1,,
2018-08-15 10:18:13,2018-08-15 10:24:40,IP Address,73.189.17.48,100,386,True,2018-08-15 10:24:40,R_2RUnlMJKWurNpsP,,,,,37.374404907227,-121.75820159912,anonymous,EN,Agree,Male,34,"Bechelor's degree (e.g. BA, BS)",53,22,45,8,50,91,48,64,48,38,39,47,51,5,49,0,44143704,1,,,,,1,1,,,,1,,1,1,1
2018-08-15 10:15:20,2018-08-15 10:25:04,IP Address,24.246.233.20,100,583,True,2018-08-15 10:25:04,R_3HNc2XuKemPpBdz,,,,,41.24870300293,-74.609703063965,anonymous,EN,Agree,Male,33,"Bechelor's degree (e.g. BA, BS)",75,40,15,35,60,90,30,70,45,25,30,55,55,35,75,0,58251815,,,1,,,,,1,1,,1,1,,1,1
2018-08-15 10:18:34,2018-08-15 10:26:09,IP Address,137.52.20.243,100,454,True,2018-08-15 10:26:09,R_3IXzzJ8zUMzq3Om,,,,,26.069793701172,-80.222297668457,anonymous,EN,Agree,Male,28,"Bechelor's degree (e.g. BA, BS)",0,51,75,30,61,79,10,80,39,29,18,30,29,0,81,0,36662880,,1,,1,1,,,,1,1,,1,,,1
2018-08-15 10:28:22,2018-08-15 10:35:24,IP Address,71.58.114.154,100,421,True,2018-08-15 10:35:25,R_BrCe3Gu3S3W1tUB,,,,,40.001998901367,-76.683601379395,anonymous,EN,Agree,Female,36,High school degree or equivalent (e.g. GED),60,35,30,50,50,85,50,80,37,40,40,20,30,15,75,0,63398283,1,,,1,,1,,,,1,1,1,,1,
2018-08-15 10:33:53,2018-08-15 10:38:45,IP Address,172.7.244.112,100,292,True,2018-08-15 10:38:46,R_2cpaZTNGzoYfT4g,,,,,32.863800048828,-97.17569732666,anonymous,EN,Agree,Male,30,"Some college, no degree",100,20,10,24,40,68,58,20,59,61,41,23,35,5,57,0,35684786,1,1,1,,,1,,1,1,,,,,,1
2018-08-15 10:27:57,2018-08-15 10:42:48,IP Address,23.241.146.80,100,890,True,2018-08-15 10:42:48,R_33eZlbne5VwsZu1,,,,,34.088104248047,-117.46479797363,anonymous,EN,Agree,Male,28,"Bechelor's degree (e.g. BA, BS)",81,30,52,60,60,34,60,71,54,61,60,35,51,15,62,0,15560865,,,1,1,1,,1,,,1,1,,1,,
2018-08-15 10:39:24,2018-08-15 10:47:43,IP Address,24.158.191.7,100,498,True,2018-08-15 10:47:44,R_1UeVoJaUaokCr9T,,,,,34.74169921875,-84.763496398926,anonymous,EN,Agree,Female,33,"Associate degree (e.g. AA, AS)",50,50,15,57,50,94,42,25,53,54,31,51,46,6,76,0,91240795,,1,,,1,,,1,1,,,1,1,1,
2018-08-15 10:28:34,2018-08-15 10:50:11,IP Address,72.249.239.118,100,1297,True,2018-08-15 10:50:12,R_23dGYEyeWBBp6J2,,,,,38.080902099609,-108.28600311279,anonymous,EN,Agree,Female,35,"Bechelor's degree (e.g. BA, BS)",20,50,35,50,50,50,40,65,45,50,55,47,46,10,50,0,26265773,1,,,,,1,1,,,1,1,,1,,1
2018-08-15 10:35:51,2018-08-15 10:51:52,IP Address,47.248.156.194,100,960,True,2018-08-15 10:51:52,R_1kHog99hhygAm8z,,,,,27.736206054688,-82.669097900391,anonymous,EN,Agree,Male,31,"Associate degree (e.g. AA, AS)",57,41,25,51,44,64,45,24,32,47,37,35,57,25,47,0,58836739,,1,1,1,1,,1,1,,,,1,,,
2018-08-15 10:45:49,2018-08-15 10:53:14,IP Address,65.186.20.223,100,445,True,2018-08-15 10:53:15,R_2co57Wg4N0dgb7Q,,,,,39.967102050781,-83.769401550293,anonymous,EN,Agree,Male,36,"Some college, no degree",26,44,23,45,50,71,50,66,61,35,30,41,65,41,55,0,67904498,,,,1,1,,1,1,,,,,1,1,1
2018-08-15 10:44:37,2018-08-15 10:53:42,IP Address,184.101.96.232,100,544,True,2018-08-15 10:53:42,R_UhwmUADWsfeBOjD,,,,,33.352798461914,-111.78900146484,anonymous,EN,Agree,Male,35,"Bechelor's degree (e.g. BA, BS)",49,29,35,50,60,75,57,71,43,52,66,51,39,21,57,0,64922708,1,1,1,,,1,,1,,1,1,,,,
2018-08-15 10:34:04,2018-08-15 10:54:09,IP Address,50.25.81.74,100,1204,True,2018-08-15 10:54:09,R_zdSCXxrYZW7z0VX,,,,,35.207504272461,-101.89219665527,anonymous,EN,Agree,Female,31,High school degree or equivalent (e.g. GED),58,35,36,34,50,69,50,63,56,75,36,60,40,15,44,0,57861263,,,,1,1,,,,1,1,,1,1,1,
2018-08-15 10:56:34,2018-08-15 10:59:12,IP Address,76.112.252.84,100,157,True,2018-08-15 10:59:13,R_29jeFRPSlYIXh8g,,,,,42.203002929688,-83.316596984863,anonymous,EN,Agree,Male,26,"Associate degree (e.g. AA, AS)",7,83,22,12,21,89,12,11,80,89,17,37,81,80,14,21,84688601,,,1,1,,1,,,1,,1,1,1,,
2018-08-15 10:58:50,2018-08-15 11:05:51,IP Address,170.76.184.94,100,420,True,2018-08-15 11:05:52,R_2B9jIjpMZOLtcri,,,,,30.426406860352,-100.5384979248,anonymous,EN,Agree,Male,29,High school degree or equivalent (e.g. GED),60,25,70,55,50,70,85,90,40,75,35,30,40,20,50,0,79232744,1,1,1,,1,1,,,1,,,,,,1
2018-08-15 10:39:20,2018-08-15 11:06:55,IP Address,136.33.51.78,100,1655,True,2018-08-15 11:06:56,R_29hT2E2X3WzNYOU,,,,,39.014205932617,-94.595100402832,anonymous,EN,Agree,Male,25,"Bechelor's degree (e.g. BA, BS)",75,66,67,75,71,73,65,70,75,83,66,71,71,84,82,73,22465299,1,1,,,,,1,,1,,1,,,1,1
2018-08-15 11:07:49,2018-08-15 11:14:55,IP Address,71.15.41.172,100,426,True,2018-08-15 11:14:56,R_1jN7Vc5MSmof4OO,,,,,30.271194458008,-89.770500183105,anonymous,EN,Agree,Female,33,"Some college, no degree",18,21,3,45,84,80,74,69,25,37,47,16,32,6,88,0,64814514,,,,,1,,1,1,,1,,1,,1,1
2018-08-15 11:18:44,2018-08-15 11:26:22,IP Address,63.234.82.58,100,458,True,2018-08-15 11:26:23,R_uyaqyx8Jh7NxrNL,,,,,45.010192871094,-93.342796325684,anonymous,EN,Agree,Female,34,"Bechelor's degree (e.g. BA, BS)",60,48,30,50,50,55,50,65,45,55,56,50,48,35,50,0,36308388,,,,1,,,1,,1,1,1,1,,1,
2018-08-15 11:27:51,2018-08-15 11:39:28,IP Address,172.79.13.165,100,697,True,2018-08-15 11:39:29,R_2WD06Lbrj1lzhml,,,,,41.156600952148,-85.111000061035,anonymous,EN,Agree,Female,31,"Bechelor's degree (e.g. BA, BS)",65,75,49,78,56,91,60,76,65,76,77,71,75,49,71,0,63906074,1,1,1,,,1,,1,,,,,1,,1
2018-08-15 11:34:43,2018-08-15 11:45:20,IP Address,68.8.98.166,100,636,True,2018-08-15 11:45:21,R_3rZh5iF04xWg3Ov,,,,,32.737106323242,-117.08810424805,anonymous,EN,Agree,Female,21,"Bechelor's degree (e.g. BA, BS)",15,50,20,50,50,70,20,60,60,71,40,50,50,20,45,0,32339558,1,1,1,1,,,,,1,,,,1,1,
2018-08-15 11:39:57,2018-08-15 11:45:42,IP Address,99.101.100.7,100,345,True,2018-08-15 11:45:43,R_AM7j9v74IgqECqt,,,,,35.038696289062,-89.927597045898,anonymous,EN,Agree,Male,30,High school degree or equivalent (e.g. GED),38,62,29,60,78,64,72,88,79,75,64,76,63,29,85,0,73836912,,,,,1,,1,1,,1,1,1,,,1
2018-08-15 11:40:20,2018-08-15 11:46:17,IP Address,174.85.255.66,100,356,True,2018-08-15 11:46:17,R_1JVeer4iAF4t3Mh,,,,,34.767501831055,-87.105697631836,anonymous,EN,Agree,Female,23,"Some college, no degree",94,29,8,36,7,73,11,21,24,100,40,27,35,10,19,0,87443634,1,,,1,1,1,1,,,,1,,1,,
2018-08-15 11:52:22,2018-08-15 12:00:48,IP Address,207.246.122.225,100,506,True,2018-08-15 12:00:49,R_3R24qKfiWOyFvUr,,,,,40.551605224609,-74.46369934082,anonymous,EN,Agree,Male,24,"Bechelor's degree (e.g. BA, BS)",95,37,0,100,50,0,50,22,0,87,80,30,26,0,26,0,54896534,,1,1,,,1,,1,,1,,1,,1,
2018-08-15 12:45:20,2018-08-15 12:52:19,IP Address,65.132.29.210,100,418,True,2018-08-15 12:52:19,R_3hDrq1crYcCV1BN,,,,,33.451400756836,-84.186996459961,anonymous,EN,Agree,Female,33,"Bechelor's degree (e.g. BA, BS)",39,50,6,49,50,100,52,71,43,61,57,50,70,50,51,0,88505181,1,,,,,1,,,1,1,,,1,1,1
2018-08-15 13:11:42,2018-08-15 13:18:17,IP Address,72.28.171.16,100,394,True,2018-08-15 13:18:18,R_3stCpVixXsU2Due,,,,,33.448303222656,-81.692100524902,anonymous,EN,Agree,Female,29,"Bechelor's degree (e.g. BA, BS)",69,50,34,29,50,73,34,61,50,77,58,65,67,34,56,0,33535697,,1,1,,,,1,1,1,,1,1,,,
2018-08-15 13:19:54,2018-08-15 13:26:19,IP Address,73.242.236.97,100,385,True,2018-08-15 13:26:20,R_1Ic85Srqd20TK0d,,,,,35.144500732422,-106.64469909668,anonymous,EN,Agree,Female,34,"Bechelor's degree (e.g. BA, BS)",75,12,10,51,50,92,66,71,51,25,54,29,24,25,81,0,81521112,,,1,1,,,,,1,1,,1,1,,1
2018-08-15 13:19:35,2018-08-15 13:27:58,IP Address,47.36.32.16,100,503,True,2018-08-15 13:27:59,R_1KqGgYx2ZFoobVa,,,,,34.273101806641,-83.890502929688,anonymous,EN,Agree,Male,35,"Some college, no degree",29,51,0,0,51,64,26,44,40,61,45,54,43,0,51,0,31346842,1,1,,1,1,,1,1,,,,,,,1
2018-08-15 13:51:53,2018-08-15 14:04:27,IP Address,73.184.165.107,100,754,True,2018-08-15 14:04:28,R_R7UaCcqJdhkWTmx,,,,,34.257705688477,-84.49210357666,anonymous,EN,Agree,Male,25,"Bechelor's degree (e.g. BA, BS)",47,34,80,52,34,35,28,75,58,65,30,38,84,75,77,68,61722410,1,,1,,1,1,,,,1,1,,,1,
